model,best_trial,val_loss,test_samples,mae,rmse,r^2,fp_radius,fp_nbits,hidden_dim,n_layers,dropout,lr,batch_size,seed
ECFP4 + FFN (Optuna),4,0.07104497402906418,6185,4.082545757293701,5.667124037890811,0.9239,2,2048,512,2,0.15547091587579281,0.00028907721743726757,64,42
